product_id,name,quality_score
770fc229-af97-465b-af85-a8a517f10075,0-Degree Solid Men Three Fourths,47.51166738206692
dbec4b32-e066-4a6b-9629-6a17609167ba,1 Stop Fashion Women Printed Crepe Straight Kurta  (Pink),49.61127769252399
d59c6c0b-7b94-4cf7-977c-f0ebb83cea29,"100 Selected Poems, William Wordsworth  (English, Hardcover, Wordsworth William)",65.45468193776307
fcc83184-9e73-45f6-9b38-e04deb347746,1St Step 2 In 1 Bpa Free Polypropylene Feeding Bottle Cum Soft Spout Sipper With Twin Handle  (Pink),64.87618480925094
7367458d-5adf-45c1-87a0-ecfa34404eeb,1St Step 360Ml Bpa Free Polypropylene Straw Sipper With Twin Handles  (Pink),66.8415058720567
4783e234-100e-4f02-bbc4-311c562cf160,1St Step 3Pcs Pack Bpa Free Water Filled Multicolored Teether Teether  (Blue),63.10846905047424
d1083398-040d-4836-b0a2-19336e5a1725,1St Step Baby Wet Wipes With Lid Enriched With Aloe-Vera And Jojoba Oil  (216 Wipes),72.27525798284714
2a3c310f-d40f-472d-af0a-eb44ba93526f,1St Step Blue Finger Soft Toothbrush,56.87981299170987
6fa14be0-2de6-45bc-9f54-bc7c67061d0f,1St Step Bpa Free Hard Spout Sipper With Twin Handle And Dust Free Cover-Pink  (Pink),66.88533460336393
7cad07ad-780b-4ca1-bfca-008437edf9ba,1St Step Bpa Free Nasal Aspirator With Ear Syringe Manual Nasal Aspirator  (Blue),63.70005641155727
209a3075-6b00-4e7a-b4f4-459ec930e899,1St Step Dual Ended Bpa Free Silicone Spoon Set  - Silicone  (Pink),53.22057006194298
a2c58780-70ce-4b44-8527-8ea69e3f75b5,1St Step Easy Grip Baby Nail Clipper-Pink,69.84058269498274
b63d0777-5ce8-4508-ba22-a4619c1dc1a4,1St Step Matte Collection Ideal For Montessori Bpa Free Polypropylene Soft Straw Sipper With Twin Handles For Easy Grip  (Pink),63.70774089416642
b894b31c-bd57-4c19-aa24-19d0d59d1749,1St Step St-1005 Nursing Breast Pad  (Pack Of 18),67.10010233908568
142b7fb3-68b6-405b-a352-151075382dc7,1St Step St-1012 Nursing Breast Pad  (Pack Of 24),70.14027030580287
7e2f2666-bc3e-486b-a5d6-ed9114203a0a,1St Step Ultimate Nail Clipper With Magnifying Glass,65.49735449241439
a927ca38-5f2f-4d96-9a75-f4bb116f63d7,"1St Step Vest For Baby Boys & Baby Girls Muslin  (White, Pack Of 4)",55.50549753623749
62dd88d4-ce77-4519-92bf-52159da0ed54,20 Led Solar Motion Wall Light For Garden Outdoor Wall Light Bulb  (Black),52.43803705765688
eb5f83a1-ffed-4747-84cf-a773c11ae9b7,"21Vi Sadi Ka Vyvasaya  - Nirankari Enterprises (Rich Dad Poor Dad)Hindi Paperback  (Hindi, Paperback, Robert T. Kiyosaki)",73.78755094769403
e818c5c4-1b2d-4885-b766-165fef127b51,24 Mantra (Kismis) Raisins  (100 G),76.99193705788863
6da7f5d6-4b59-4ff2-8d6e-223282613120,24 Mantra Ancient Grains Barnyard Millet  (500 G),73.20015953468705
1f78b89a-e386-41f9-8cc5-4e4549007e13,24 Mantra Ancient Grains Kodo Millet  (500 G),74.98815293252878
f996d53e-ca25-43b9-baca-e10cc0ac01e2,24 Mantra Ancient Grains Little Millet  (500 G),72.67428781803534
ff456089-c8c4-43d1-8350-ec427f9580ee,24 Mantra Ancient Grains Mixed Millet  (500 G),76.580829331368
04214a13-087f-40ff-906f-d2eb33c6b942,24 Mantra Bura Sugar  (500 G),71.36230422518574
11bbeab5-7070-4bc4-86a6-565510de08ab,24 Mantra Foxtail Millet  (500 G),70.44568257401704
1d70fcfd-b519-48b0-aa7e-1a73fffa3080,24 Mantra Natural Puffed Rice (Parboiled)  (200 G),73.04585260957198
d2065806-ca65-4c84-954d-b067575be49a,24 Mantra Organic Besan  (500 G),73.42376023952366
21e339d6-c6cf-41cd-a82f-439a8d1e4fdf,24 Mantra Organic Black Pepper  (100 G),75.32278295716418
abff16da-ab3c-49e4-be82-5f4b1d1673f1,24 Mantra Organic Brown Basmati Rice (Medium Grain)  (1 Kg),76.37118207667025
daa68d4e-e49c-4530-9a29-0491f0a7152d,24 Mantra Organic Brown Flax Seeds  (200 G),77.68066780146265
ba61febe-d158-427e-9a70-bdf0159f470b,24 Mantra Organic Brown Mustard Small  (100 G),74.77979821170749
f6a0112a-07ab-4fcb-b40d-0c5c07372030,24 Mantra Organic Brown Sona Masoori Rice  (5 Kg),75.87521445765233
3ff1e3a3-2e3a-43fe-8de2-eb0605c8e035,24 Mantra Organic Cassia Powder  (100 G),77.68986957343431
a86e9dac-158b-4f47-8988-7befd7a9c4fc,24 Mantra Organic Chat Masala  (50 G),76.93419189866455
096edb38-1b58-48b2-936a-f1130734fd3f,24 Mantra Organic Chilly Powder  (200 G),71.40838133451878
0b7b4a9f-9a23-4b60-9d8a-87886c04d963,24 Mantra Organic Cloves  (50 G),76.07937821051199
2320c191-3019-4955-814a-4242f79f051b,24 Mantra Organic Coriander Powder  (100 G),75.40439914217777
da0e6d0b-9b86-4944-bb16-4919a62642dd,24 Mantra Organic Corn Dhaliya  (500 G),71.77510291342418
38a9f055-28e0-4f24-977e-ea6b0d25c42e,24 Mantra Organic Cumin Powder  (100 G),76.58964243218597
5774bbe0-94af-42c8-bf65-1c532581772d,24 Mantra Organic Cumin  (100 G),70.3850490289614
7d2cd142-bb8a-4c53-b8f6-b9781ca68660,24 Mantra Organic Fennel Saunf  (100 G),71.89719301320105
53965707-d131-4c25-9ab3-f1260374e4ed,24 Mantra Organic Fenugreek Powder  (100 G),72.17905997848695
1b29ae58-0fe7-4d35-ad34-4b2a0f30f788,24 Mantra Organic Fenugreek  (100 G),73.48335513392468
5ef8d58f-2693-4c7b-9d62-f528cfb337f0,24 Mantra Organic Garam Masala  (50 G),70.40657222319234
0b265ce6-d7dd-4d35-b404-ddb64d843fb7,24 Mantra Organic Gojji Avalakki 200 G,76.91333551173327
51ee370d-570e-40c2-a2ed-084ecdbd37d3,24 Mantra Organic Groundnut Oil Plastic Bottle  (1 L),73.27248183503956
7d3798da-cb8c-46fd-9dba-5a92e19918b2,24 Mantra Organic Hand Pounded Semi Brown Sona Masoori Rice  (5 Kg),76.74795770885387
a1ea39d1-bb18-4eff-a0a0-6aca9c74594f,24 Mantra Organic Idly Rava  (500 G),76.60141697358489
f107905f-acb6-46f6-9b0c-3882ac3464b1,24 Mantra Organic Idly Rice (Small Grain)  (1 Kg),73.10051188101794
f70a97db-2f88-4b3e-9588-57ca84dee0a3,24 Mantra Organic Kabuli Chana  (500 G),77.53096728462245
f1460853-24ed-4a37-8342-ddc339d9a480,24 Mantra Organic Millet Dosa 216 G,71.9753843051434
0821540b-42e4-4dcb-9ae6-e9f6d7ae455f,24 Mantra Organic Mustard Big  (100 G),76.20675206719156
be318b7e-b643-477a-affe-d9608cbcfe2b,24 Mantra Organic Mustard Oil Plastic Bottle  (1 L),76.67580283112613
817e3e01-dc37-4a5b-923a-175aaf006684,24 Mantra Organic Peanut  (500 G),75.12770015549614
8ea45d8d-61a6-4aef-b3df-358ace06cd2e,24 Mantra Organic Poha  (500 G),71.6878769287489
e36b3901-27c4-4ceb-bede-2a5303485110,24 Mantra Organic Powder Jaggery  (500 G),75.25563809276447
947ae6ac-fd79-4e58-a5a4-29be60f947bb,24 Mantra Organic Ragi Flour  (500 G),76.54623395687794
93c43abe-c1b1-46cd-8fd2-65129c2d7996,24 Mantra Organic Rasam Powder  (100 G),70.58075485933
032cafe8-7d34-4a37-b8fc-1c7ad4b0757e,24 Mantra Organic Raw Almonds  (100 G),71.97668104850015
6c28a62d-7381-4d6e-9f02-a6e3c9484976,24 Mantra Organic Red Chilly  (100 G),75.83853131094521
604b8055-98ee-481c-9664-1eb407029d50,24 Mantra Organic Red Poha  (500 G),76.07336463725898
25b9476e-6534-4753-ac80-1769ee39c61e,24 Mantra Organic Red Rice  (1 Kg),73.38588414252058
797e71b8-7f68-4dd9-bd61-b61102abad86,24 Mantra Organic Roasted Bengal Gram (Split)  (500 G),73.0333701169137
ae054982-3724-43e7-96b7-278856171708,24 Mantra Organic Sambar Powder  (100 G),70.58154295972426
e0f29c37-94d4-41d1-9d4b-f04e3db9c8ad,24 Mantra Organic Sattu  (500 G),72.80812368873893
63090dc8-928d-44c3-8272-4c4b7159911b,24 Mantra Organic Sugar  (1 Kg),76.54942511826779
6a8dddfe-a21e-4c96-b26b-d6b34d92d1a5,24 Mantra Organic Turmeric Powder  (200 G),70.87852919190259
844bb611-dcaf-4fef-bf99-c1f4ca3335dc,24 Mantra Organic Unpolished Green Moong Dal (Split)  (500 G),79.05139822455475
5fd92730-3c59-4af5-bd44-95aed93b7313,24 Mantra Organic Unpolished Red Masoor Dal (Split)  (500 G),74.35153869551479
d9e267a7-126f-4ba5-9ff2-807a1d540ab1,24 Mantra Organic Unpolished Toor Dal  (1 Kg),77.87878257911572
cf1c9755-7b1f-4161-9830-69f26b4d29ca,24 Mantra Organic Unpolished White Urad Dal (Split)  (500 G),78.95438762388062
73cd0b01-b887-4db8-b032-47d7c362334b,24 Mantra Organic Unpolished White Urad Dal (Whole)  (500 G),77.07054166510088
7e528960-f6d2-43be-bfe6-0a108ea6c2d8,24 Mantra Organic Unpolished Yellow Moong Dal (Split)  (1 Kg),73.61571681420894
6b7a9b91-07de-4bb4-b64e-33cbf87d5d54,24 Mantra Organic Wheat Dhaliya  (500 G),72.60889171375507
cd95b494-5356-4be3-857c-f56178fa3f3f,24 Mantra Organic Whole Corn Flour  (500 G),76.55012152228686
8db869b9-f99a-4f95-8538-ba4063b05393,24 Mantra Organic Whole Wheat Atta  (5 Kg),75.8931350744042
8c8ec92c-a567-4817-957d-6597bea20551,24 Mantra Sulphurless Sugar  (1 Kg),72.31314692958007
9830548b-17fa-4b65-86e8-ac87f46d3b61,"26 I Men'S Ethnic Dhoti Pant For Festival, Party And Wedding Solid Men Dhoti",65.6369858909826
7e1e3d9c-a577-41cf-9377-c5b8f799f8a8,2Ftr 111028 Precision Instrument Micrometer Screw Gauge Hardened 50-75Mm Count 0.01Mm Micrometer Screw Gauge,60.17146471941044
cb121e3a-08d2-4682-bf77-722d4c244353,2Mech 450Ml Chopper 450Ml Vegetable Chopper & Whipper | Vegetable Cutter | Dip Whipper Kitchen Tool Set  (Chopper),60.87268096920219
1ed27740-43fb-425e-a9d7-e3311ad61bd4,2Ni8 Lifestyle Unstitched Polyester Shirt Fabric Printed,52.77134817045596
a3d2dae7-2b45-49ef-883f-acff93ad358a,"3 Roses Natural Care Tulsi, Ginger, Cardamom Tea Box  (250 G)",74.32024222938286
