product_id,name,brand,category,price,mrp,description,specifications,rating,review_count,image_url,product_url,quality_score
d8f36b89-bb44-4688-aa61-e6a28bbdfe4f,"Samyang 85Mm T1.5 Vdslr Mk2 For Canon  Lens  (Black, 85 Mm)",Generic,Electronics,30699.0,34000.0,The new Samyang 85mm T1.5 VDSLR MK2 Wide Angle Cine Lens is one of Samyang's newly introduced 3rd generation of cine lenses under its VDSLR MK2 line. With a new compact and sleek design with a matte black finish the Samyang VDSLR MK2 line has built on the previous generations of the VDSLR lines. The new 9 blade aperture delivers a smooth circular bokeh. Enhanced lens markings with focal lengths are visible from the sides of the lenses. The focusing gear has a wider design that feels more comfortable when focusing by hand. New weather sealed lens mounts protect the most vulnerable gap between the lens and camera mount. Samyang VDSLR MK2 lenses are fully compatible in terms of color rendition and gear placement with Samyang VDSLR II lenses.,"{""Lens Mount"": ""EF Designed For: 1500D"", ""Detail"": ""850D"", ""90D Focal Length"": ""85 mm Lens Type: Wide-angle Prime Lens""}",4.8,503,https://rukminim1.flixcart.com/image/612/612/kjlrb0w0/lens/x/h/8/samyang-85mm-t1-5-vdslr-mk2-for-canon-original-imafz58tegfmfpb9.jpeg?q=70,,81.22658695393288
1db56e3d-57c1-475d-90ca-25ddcd5f7a49,"Benq 24 Inch Full Hd Led Backlit Tn Panel Height Adjustment, 3D, Swivel Adjustment, Flicker-Free Gaming Monitor (Xl2411P)  (Response Time: 1 Ms, 144 Hz Refresh Rate)",Generic,Electronics,17500.0,19990.0,"Take your gaming experience to the next level with the BenQ Full HD TN Panel Gaming Monitor, which has 144 Hz of maximum refresh rate to give you uninterrupted and smooth play. You can experience the fascinating world of virtual reality in an all-new light as this monitor’s Black eQualizer feature makes it easier to spot enemies and targets. Lastly, this monitor comes with an adjustable stand that allows you to adjust the monitor’s height for maximum comfort.","{""Panel Type"": ""TN Panel Screen Resolution Type: Full HD VGA Support"", ""HDMI DVI Brightness"": ""350 nits Response Time: 1 ms"", ""Refresh Rate"": ""144 Hz HDMI Ports - 1""}",4.5,472,https://rukminim1.flixcart.com/image/312/312/jqzitu80/monitor/g/a/k/zowie-xl2411p-9h-lgplb-qbn-benq-original-imafcvpxdc9vvv26.jpeg?q=70,,81.18801064115829
dd4eddfe-8518-4b45-877b-1c50d73824cc,"Hp Laserjet M1005 Mfp Multi-Function Monochrome Laser Printer (Black Page Cost: 3 Rs.)  (White, Black, Toner Cartridge)",Generic,Electronics,17699.0,18768.0,"This monochrome HP printer is great for printing, scanning and copying your documents. With Economode Print Quality Settings, this printer will make print jobs an economical affair. The HP FastRes 1200 Technology delivers high-resolution prints in no time. The Instant On Technology keeps the quality of the prints high and the energy consumption low.","{""Laser Output"": ""Monochrome USB"", ""USB Cost per Page (Black)"": ""3 Rs. Print Speed Mono A4: 14 ppm Duty cycle (monthly"", ""A4)"": ""5000 pages""}",4.5,207,https://rukminim1.flixcart.com/image/312/312/printer/j/j/y/hp-laserjet-m1005-multifunction-original-imadxhzpeb9qbrfg.jpeg?q=70,,80.89656472162535
0517a23e-2f08-423f-b75c-28631c3a636f,"Fitshot Flair 1.43 Super Bright Display Women'S Smartatch With Uv Sensors Smartwatch  (Green Strap, Regular)",Generic,Electronics,1999.0,6990.0,"Glam up your wrist smartly with the Fitshot Flair women's smartwatch. It is equipped with all you need to smash your fitness goals and health including 10 sports modes, SpO2, heart rate, body temperature monitoring and more. View bold and clear even in daylight with Ultra-lit 450 nits bright CosmicDisplay™. Stay ahead with its notification alerts and put on a new look every day with 60+ watch faces. Its IP68 water resistance ensures nothing comes in between you and your success.","{""Screen"": ""1.43-inch full touch screen with square CosmicDisplay"", ""Detail"": ""Stand Mode"", ""240*256 Resolution Health Tracking"": ""SpO2"", ""UV Light Strength Detection Fitness and Productivi"": ""Smart Notifications"", ""Timer Sturdy Body"": ""Comfortable adjustable Straps"", ""High-quality frame and IP68 water resistance Addit"": ""60+ Watch Faces""}",4.8,532,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/g/8/v/-original-imagkybkpryhuhzv.jpeg?q=70,,80.81178854658309
62b36d19-71e9-4b67-8458-44269a3a6533,"Vyog 10Kg Counter Weight Machine With Stainless Steel Top For Shop, Home Weighing Scale  (Blue)",Generic,Electronics,645.0,1490.0,"Overview A good weighing machine is essential in any shop. Cohel Digital Weighing Scale- 10 kg is a good quality weighing scale which you can purchase online. Important Features Digital Weighing Scale comes in White colour. It has a height of 4 cm, width of 16cm, length of 20 cm. It is made up of plastic which makes it an easy to handle and portable weighing scale. It has auto shut off, optional auto backlight, auto zero tracking and outside calibration. An optional counting feature is also there. Design and Utility This valuable weighing scale is designed to indicate in kg or g or lb oz by selecting as required. .There is a large LCD screen which helps to read the weights correctly. It can measure up to 10 kg. There is a low battery indication. Usability The usage of the weighing scale is very easy. Battery Included .","{""Counter/Table Top with Digital Display Measures in"": ""KG"", ""Gram Material"": ""Plastic"", ""Stainless Steel Maximum Weighing Capacity"": ""10 kg Tare Function""}",4.7,484,https://rukminim1.flixcart.com/image/612/612/xif0q/weighing-scale/u/y/u/10kg-counter-weight-machine-with-stainless-steel-top-for-shop-original-imagj88phpjwgrvb.jpeg?q=70,,80.71740868820332
7e9da6bb-ee7e-4675-acd2-59432dfaf37e,"Boat Usb Type C Cable 3 A 1.5 M Deuce Usb 330 2-In-1 Micro And With 3A Fast Charge,480Mbps  (Compatible With Mobile, Tablet, Speaker, Power Bank, Martian Red)",Generic,Electronics,329.0,699.0,"boAt Deuce USB 330 2-in-1 Type C + Micro USB cable is compatible with most smartphones, tablets, PC peripherals, Bluetooth speakers, power banks, game consoles, cameras, hard drives and all other Type C or Micro USB port enabled devices. The cable ensures 3A fast charging and data transmissions with rapid sync at 480 mbps. The premium braided skin makes it tough and the stress resistant, flexible design makes it last 10 times longer than other standard cables. With 10000+ Bends Lifespan the Aluminium alloy shell housing offers longevity with extended frame protection for strain relief. Deuce USB 330 cable offers a perfect 1.5 meters in length for smooth & hassle-free user experience","{""Length 1.5 m Round Cable Connector One"": ""USB Type A"", ""Connector Two"": ""Micro USB+Type-c Cable Speed: 480 Mbps Tablet"", ""Detail"": ""Power Banks""}",4.3,234,https://rukminim1.flixcart.com/image/612/612/kj1r53k0-0/data-cable/usb-type-c-cable/8/8/u/deuce-330-2-in-1-boat-original-imafyphgz6hcnhfm.jpeg?q=70,,80.54017518608529
ce4863f9-986f-43c6-9c73-59fa44ee392e,"Mi 3I 10000 Mah Power Bank (Fast Charging, 18W)  (Black, Lithium Polymer)",Generic,Electronics,1199.0,2199.0,"Keep your devices well-charged at all time with this Mi power bank. While its dual USB input helps you charge two devices together, its smart power management lets you switch it to 2-hour low charging mode to charge low-power devices with ease.","{""Port- Type C and micro usb Cable- micro usb Rechar"": ""251 g"", ""Capacity"": ""10000 mAh Lithium Polymer Battery"", ""Type-C Connector Power Source"": ""Battery Charging Cable Included""}",4.3,494,https://rukminim1.flixcart.com/image/612/612/kr83ukw0/power-bank/w/5/6/power-bank-plm13zm-mi-original-imag52az6xpcvjdk.jpeg?q=70,,80.24141783625366
1cc530fb-9e28-430b-b4c0-cc3377115f88,"Boat Storm Call 1.69 Inch Hd Display With Bluetooth Calling And 550 Nits Brightness Smartwatch  (Blue Strap, Free Size)",Generic,Electronics,1999.0,7990.0,"The boAt Storm Call is the perfect companion for your fitness transformation. Your Watch Storm Call is here to remove all obstructions that may come on your goal achieving path. The watch comes with Bluetooth calling and a Dialpad that saves up to 10 contacts, for you to stay connected 24x7. With its daily activity tracker and multiple sports modes, it will now be fun to track your journey towards health. Stay alert at all times with smart notifications from your phone with vibration alerts for calls, texts, sedentary reminders, alarms, & more! The wellness mode of the smartwatch monitors your heart rate, blood oxygen levels. And when you want to disconnect with the outside world, theres the DND feature on the watch to disable all notifications. Its find my phone feature will call your phone to easily locate your phone when you dont remember where you kept it. The IP68 dust, sweat and splash resistance will keep the watch safe in all circumstances! Moreover, you can customize your watch face with cloud based watch faces on Storm Call to flaunt your fitness wherever you go!","{""Detail"": ""Ultra Slim & Lightweight 150+ Watch Faces"", ""HR & SpO2 Monitoring IP68"": ""Dust"", ""Sweat & Splash Resistant With Call Function Touchs"": ""Upto 10 days""}",4.1,191,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/3/d/i/-original-imaghbgafqnjygta.jpeg?q=70,,80.09486569661448
dc0137fe-4ddd-42e4-bdbd-f453fb8a3839,"Portronics Usb Type C Cable 1.2 M Por-1081 Konnect L  (Compatible With All Phones With Type C Port, Grey, One Cable)",Generic,Electronics,183.0,399.0,"This cable comes with charging & Data sync function for smartphones.This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using. TPE + Nylon Material to make sure that the life of the cable is enhanced significantly. The Cable is extra thick 1.2 meter long, optimized for an easy use for your comfort at home or office. Charge for all Type C USB connectivity devices including MacBook 12 inch, Nexus 5x, Nexus 6p, OnePlus 2, pixel c, Lumia 950, Lumia 950 xl, Nokia n1, etc.","{""Length 1.2 m Round Cable Connector One"": ""USB Type A"", ""Connector Two"": ""Type-C Cable Cable Speed: 480 Mbps Computer"", ""Detail"": ""Mobile""}",4.3,300,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/data-cable/usb-type-c-cable/o/r/7/por-1081-konnect-l-portronics-original-imag86jfqfauktyw.jpeg?q=70,,80.05812929353954
cc4173fc-49c7-48b4-bc85-de3baadef1da,"Callmate L-1 Portable & Flexible Mini Tripod | With 360 Degree Ball Head | For Smart Phones | Compact Cameras | Gopro | Tripod  (Black, Supports Up To 3000 G)",Generic,Electronics,389.0,999.0,"Callmate L-1 Portable & Flexible Mini Tripod | With 360 Degree Ball Head | For Smart Phones | Compact Cameras | Gopro | Tripod  (Black, Supports Up To 3000 G) - High quality product.","{""Designed For"": ""DSLR/SLR Camera"", ""Detail"": ""Telescope"", ""Point & Shoot Camera Load Capacity"": ""3000 g Height Range: 104 mm - 181 mm""}",4.8,174,https://rukminim1.flixcart.com/image/612/612/kvzkosw0/tripod/tripod/8/a/r/l-1-portable-flexible-mini-tripod-with-360-degree-ball-head-for-original-imag8rvtzcxsgcfm.jpeg?q=70,,80.04938658927867
